Time,Speed_Compact,Speed_Sedan,Speed_SUV
1.32,-0.279,-1.07124144936641,0.451
1.33,-0.393,-0.158,0.651778315427598
1.34,-1.37528510181025,-0.535,-0.314
1.35,-0.827,-0.498,0.141
1.36,-0.816285101810248,-1.69324144936641,-0.825704420570131
1.37,0.177,-0.38,0.789778315427598
1.38,-1.25928510181025,-1.06924144936641,-0.430704420570131
1.39,0.264,-0.148,0.703778315427598
1.4,-0.383285101810248,-0.414,-0.758704420570131
1.41,-0.004,0.712681087024804,0.807778315427598
1.42,-0.506,0.229,-0.625704420570131
1.43,-1.39028510181025,-1.37024144936641,-0.017
1.44,0.101,-0.636,0.314
1.45,-0.393,1.1856810870248,0.562
1.46,-1.08028510181025,-0.695241449366405,0.454
1.47,-0.144,-0.214,-1.04170442057013
1.48,-0.863,-0.366,-0.822704420570131
1.49,-0.464,-0.883241449366405,-0.186
1.5,-1.71928510181025,-0.54,-0.512704420570131
1.51,-0.932,0.001,1.27
1.52,-1.52328510181025,-2.13724144936641,0.397
1.53,-0.634,-1.246,0.503
1.54,0.273,0.023,0.114
1.55,0.18,-0.291,-1.47170442057013
1.56,-0.122,0.218,0.975778315427598
1.57,-0.554285101810248,-0.447,-0.301
1.58,-1.26228510181025,-1.87224144936641,1.1777783154276
1.59,0.135,0.974681087024804,0.279
1.6,0.262,-0.361,-0.04
1.61,-0.801285101810248,-1.59624144936641,-1.22970442057013
1.62,-0.008,-0.053,-1.00170442057013
1.63,-0.329,-0.145,-0.131
1.64,0.197,-1.14624144936641,-0.634704420570131
1.65,0.363,-0.147,0.064
1.66,0.890213826357686,-0.328318912975196,0.032
1.67,1.34421382635769,-0.527241449366405,1.2557783154276
1.68,0.467,-0.105241449366405,0.105
1.69,-0.642,-0.58,0.526
1.7,-0.175,-0.057,-1.26470442057013
1.71,0.522,-0.205,-0.061
1.72,-0.811285101810248,0.258,-1.17070442057013
1.73,-0.730285101810248,-1.46224144936641,0.653778315427598
1.74,-0.371,-1.36324144936641,-0.005
1.75,0.680213826357686,-0.452,0.415
1.76,-0.361,-0.106,-0.947704420570131
1.77,-1.28728510181025,-0.014,-0.059
1.78,-1.41428510181025,0.197,0.684778315427598
1.79,-1.43228510181025,-0.544241449366405,-0.528
1.8,-1.09728510181025,-0.327,-1.62070442057013
1.81,-0.419,-0.273,0.224
1.82,0.412,-1.02224144936641,1.047
1.83,0.1,-1.30524144936641,0.18
1.84,-1.43628510181025,0.723681087024804,1.5287783154276
1.85,1.41521382635769,1.2036810870248,0.724
1.86,-0.912,-0.324,0.738778315427598
1.87,-0.235,-1.16424144936641,0.892778315427598
1.88,-0.131,0.300681087024804,0.833778315427598
1.89,0.307,-0.63,0.488
1.9,-0.194,-0.223,-0.006
1.91,-1.10328510181025,-0.015,-0.830704420570131
1.92,0.123,-0.401,1.2497783154276
1.93,-0.238,0.083,0.392
1.94,-0.521,-0.008,-0.845704420570131
1.95,0.523213826357686,-0.068,0.998
1.96,0.355,-1.58624144936641,0.209
1.97,-0.224,0.221,-0.208
1.98,-0.259,-0.337,0.114
1.99,-0.018,0.052,0.39
2,1.13921382635769,-0.104,0.807
2.01,-0.066,0.232,-0.251
2.02,-1.34728510181025,-1.52424144936641,0.493
2.03,1.15621382635769,-0.305,0.047
2.04,0.107,0.870681087024804,-0.910704420570131
2.05,-1.44228510181025,0.072,-0.094
2.06,-1.08828510181025,0.595681087024804,-0.64
2.07,0.588213826357686,-0.954241449366405,0.273
2.08,0.039,0.271,-0.297
2.09,0.448,0.076,0.502
2.1,-0.127,-1.03124144936641,0.569
2.11,-1.47328510181025,0.257,0.277
2.12,-0.417,-0.271,0.890778315427598
2.13,-0.576,-0.829241449366405,0.866778315427598
2.14,0.221,0.326,-0.626704420570131
2.15,-0.955285101810248,0.237681087024804,0.563
2.16,-1.09828510181025,-1.69024144936641,0.102
2.17,-0.361,0.009,0.753778315427598
2.18,-0.708,-0.188,0.314
2.19,0.113,0.65,-0.179
2.2,0.952,-1.39224144936641,0.832
2.21,-1.15128510181025,-0.747241449366405,-1.53970442057013
2.22,-1.21828510181025,0.398,0.136
2.23,-0.109,0.36,-0.605
2.24,-1.25528510181025,-0.417,0.429
2.25,-1.42128510181025,-1.60724144936641,0.872778315427598
2.26,-0.169,0.311681087024804,-0.545
2.27,0.218,0.258681087024804,-0.745704420570131
2.28,0.312213826357686,0.648,0.928778315427598
2.29,0.071,0.196681087024804,0.158
2.3,1.43521382635769,-0.775241449366405,-0.108
2.31,-1.14528510181025,0.036681087024804,0.017
2.32,0.04,0.198,0.538
2.33,1.81421382635769,-1.25924144936641,0.056
2.34,0.721,-0.422,1.3257783154276
2.35,-0.448,0.329,0.399
2.36,-1.14028510181025,0.48,-0.169
2.37,0.201,-0.152,-0.590704420570131
2.38,0.727213826357686,-0.649,0.233
2.39,-0.796,0.541,1.2417783154276
2.4,0.236,-0.298,0.351
2.41,0.219,0.514681087024804,-1.27670442057013
2.42,0.534213826357686,-1.56624144936641,0.971778315427598
2.43,-0.345285101810248,-1.14524144936641,1.254
2.44,-1.08228510181025,-0.008,-1.49670442057013
2.45,0.753213826357686,0.179681087024804,-0.261
2.46,-1.24628510181025,1.4696810870248,0.589
2.47,1.26321382635769,-1.36024144936641,1.2617783154276
2.48,-1.36028510181025,-0.434,-0.176704420570131
2.49,0.075,0.191681087024804,1.0687783154276
2.5,-0.125,-0.994,-0.338
2.51,0.105,-0.297,-0.157
2.52,-0.693285101810248,-0.392,0.054
2.53,0.486,-0.558,0.659778315427598
2.54,0.127,-1.38024144936641,0.076
2.55,0.296,-1.88024144936641,-0.312
2.56,-0.442,-0.91,-0.006
2.57,0.008,-1.75424144936641,-0.104
2.58,-0.114,0.019,0.672
2.59,-0.213,-1.11,0.519
2.6,-0.079,-0.353,-1.09470442057013
2.61,-0.486,-0.371,0.106
2.62,0.846213826357686,0.21,-0.345704420570131
2.63,1.08421382635769,-0.192,0.654778315427598
2.64,-0.780285101810248,-0.916241449366405,0.491
2.65,0.171,-0.529,1.4567783154276
2.66,-0.545,-0.118,0.346
2.67,-0.475,-0.17,0.294
2.68,-0.171,-0.057,-0.423
2.69,-0.779285101810248,-0.683,0.457
2.7,0.397,-1.04824144936641,0.405
2.71,-0.051,-0.763,1.8897783154276
2.72,-0.337,-0.287,-0.562704420570131
2.73,0.776213826357686,-1.30724144936641,-0.889704420570131
2.74,0.902213826357686,-1.46024144936641,0.462
2.75,0.649,-0.194,-0.625
2.76,0.859213826357686,-0.265,-0.532704420570131
2.77,0.806213826357686,-1.38524144936641,1.223
2.78,0.606,1.0156810870248,1.4247783154276
2.79,0.824,-0.762241449366405,-1.63470442057013
2.8,0.461213826357686,-0.09,-0.149
2.81,0.487,-0.325,0.775778315427598
2.82,-1.33528510181025,-0.278,0.131
2.83,0.881213826357686,0.18,0.970778315427598
2.84,0.589,-0.851241449366405,1.0897783154276
2.85,0.352,-0.134,0.306
2.86,-0.404,-0.515,0.222
2.87,-1.031,-1.18024144936641,0.428
2.88,-0.87,-0.551,-0.298
2.89,0.422,-0.336,0.468
2.9,0.824213826357686,0.272681087024804,0.259
2.91,-0.615285101810248,-0.267,0.162
2.92,0.173213826357686,-1.10924144936641,-0.41
2.93,0.612213826357686,0.388,-0.813704420570131
2.94,-1.08928510181025,0.245,-0.043
2.95,0.608213826357686,0.454681087024804,-1.73070442057013
2.96,1.01721382635769,-1.475,0.579
2.97,-0.739,-1.76924144936641,1.1197783154276
2.98,-1.03028510181025,-1.37024144936641,-0.555704420570131
2.99,0.402213826357686,-1.03224144936641,0.439
3,0.672213826357686,0.908681087024804,-0.418704420570131
3.01,-1.30728510181025,-0.333241449366405,0.097
3.02,-1.30028510181025,-0.692,0.22
3.03,-1.22428510181025,-0.663241449366405,-1.01570442057013
3.04,0.222,0.143,-0.002
3.05,-1.07828510181025,-0.897241449366405,0.08
3.06,-1.35528510181025,-0.759,-0.017
3.07,-0.357285101810248,-0.445241449366405,0.781778315427598
3.08,-1.49528510181025,-1.08824144936641,1.4257783154276
3.09,-1.29528510181025,-0.673,1.1457783154276
3.1,0.619213826357686,0.159,0.496
3.11,0.147,-1.15924144936641,0.608
3.12,-0.308285101810248,-0.537,-0.41
3.13,1.33521382635769,-1.02824144936641,-0.657704420570131
3.14,-0.102,0.118681087024804,0.694778315427598
3.15,0.456213826357686,-1.04224144936641,-0.101
3.16,0.265,-1.08224144936641,-0.151
3.17,0.469213826357686,-0.896241449366405,-0.06
3.18,-1.39028510181025,0.329681087024804,0.306
3.19,1.02721382635769,-0.791241449366405,-0.778704420570131
3.2,-0.304,0.278681087024804,-0.291
3.21,-0.01,-2.00924144936641,-0.215
3.22,0.111,-0.279,0.607
3.23,0.767213826357686,-0.696,0.989778315427598
3.24,0.076,-0.219,-0.369
3.25,-0.032,-1.79424144936641,0.35
3.26,0.751213826357686,-0.996241449366405,0.51
3.27,0.088,-0.075,-1.13870442057013
3.28,1.08321382635769,-0.34,0.501
3.29,0.912213826357686,-0.764,0.679
3.3,0.0822138263576858,-0.493,0.174
3.31,0.247,-0.171,-0.947704420570131
3.32,-1.15028510181025,-0.363,-0.231
3.33,0.291,-0.333,0.146
3.34,1.80621382635769,-1.12224144936641,0.048
3.35,-0.143,0.617,-0.426704420570131
3.36,-0.552,0.328,0.609778315427598
3.37,1.05021382635769,-0.581,0.634
3.38,-0.619,-0.518241449366405,-0.147
3.39,-1.28728510181025,-0.272,0.72
3.4,-0.353,-1.12424144936641,-0.134
3.41,-1.54528510181025,0.938681087024804,0.934
3.42,-2.12828510181025,0.266,-0.417
3.43,0.133213826357686,-0.535,-0.854704420570131
3.44,-0.204,-0.417,0.659778315427598
3.45,-0.302,-1.34824144936641,0.997778315427598
3.46,0.499213826357686,-0.117,-0.243704420570131
3.47,-1.03428510181025,0.098,0.19
3.48,0.461,-1.07724144936641,0.075
3.49,0.14,-0.321,0.465778315427598
3.5,-0.024,0.065,0.387
3.51,0.905213826357686,0.501681087024804,0.946778315427598
3.52,-0.953,-0.347,0.212
3.53,-0.484,0.474681087024804,-1.14070442057013
3.54,-1.11728510181025,-0.571,-0.0157044205701311
3.55,-0.929285101810248,0.136,1.8867783154276
3.56,1.37921382635769,0.524681087024804,0.169
3.57,0.149,-0.122318912975196,0.378778315427598
3.58,-0.576285101810248,-1.59524144936641,-0.822704420570131
3.59,0.004,-0.650241449366405,-0.876704420570131
3.6,0.155,0.026,0.569
3.61,1.02021382635769,-0.394,0.327
3.62,-0.119786173642314,0.700681087024804,0.327
3.63,-1.68228510181025,-1.63024144936641,-0.16
3.64,-0.538285101810248,0.122,0.077
3.65,-0.780285101810248,-1.04724144936641,1.3587783154276
3.66,0.314,0.281,0.356
3.67,-0.401,0.396681087024804,0.365
3.68,-0.408,0.22,-0.19
3.69,0.177,-1.58824144936641,1.2657783154276
3.7,-0.665285101810248,0.803681087024804,-0.438704420570131
3.71,-1.10628510181025,-1.11324144936641,0.035
3.72,0.550213826357686,-0.832241449366405,0.028
3.73,-0.107,-0.109241449366405,-1.28270442057013
3.74,-0.979285101810248,-0.123,0.659
3.75,0.914,-0.667,0.972778315427598
3.76,0.575213826357686,0.101,-0.477704420570131
3.77,0.27,-1.38824144936641,-0.545704420570131
3.78,0.081,0.16,-0.882704420570131
3.79,-0.179,-0.257,0.154
3.8,-1.55928510181025,0.912681087024804,-0.298
3.81,0.634213826357686,-1.737,-0.895704420570131
3.82,-0.508,-1.29424144936641,-1.19370442057013
3.83,-0.534,-0.447,1.4117783154276
3.84,-0.654,0.349,-0.0157044205701311
3.85,0.217,0.338,1.6377783154276
3.86,-0.391,0.275,0.306
3.87,0.653,-1.69724144936641,0.009
3.88,-0.38,-1.72324144936641,1.5957783154276
3.89,0.133,-0.381,0.841778315427598
3.9,-0.015,-0.053,0.467
3.91,-0.057,-0.407,-0.35
3.92,-0.416,0.067681087024804,-0.790704420570131
3.93,-1.10428510181025,0.021,-0.786704420570131
3.94,-1.23828510181025,-0.691,-0.887704420570131
3.95,0.225213826357686,0.122681087024804,-1.01970442057013
3.96,-0.494,-0.0193189129751961,-1.13970442057013
3.97,-0.75,-0.081,0.3
3.98,-1.22128510181025,0.385681087024804,-0.254704420570131
3.99,0.633213826357686,-0.172,0.997778315427598
4,-1.17328510181025,-1.31224144936641,-0.057
4.01,-1.24828510181025,-1.28724144936641,0.441
4.02,-0.832285101810248,0.334681087024804,0.650778315427598
4.03,0.187,-0.274,0.722
4.04,-0.265,-0.951241449366405,0.866778315427598
4.05,0.132,-0.778241449366405,0.212778315427598
4.06,-0.136,-0.384,-0.586704420570131
4.07,-0.729,-0.812,-0.537704420570131
4.08,-0.29,-0.09,0.382
4.09,-0.277,-1.41124144936641,0.602
4.1,-0.238,1.1956810870248,0.407778315427598
4.11,-1.10028510181025,0.488681087024804,1.6957783154276
4.12,-0.353,-1.00424144936641,-1.02970442057013
4.13,-0.068,0.707681087024804,0.301
4.14,0.249,0.929681087024804,0.701
4.15,-1.15228510181025,-1.46324144936641,-0.967704420570131
4.16,-0.335,0.165,0.131
4.17,-1.14128510181025,-1.50424144936641,0.566
4.18,-0.843285101810248,-0.371,0.625
4.19,-0.526,-0.02,0.742778315427598
4.2,-0.746,0.003,-0.461704420570131
4.21,-0.803,-0.601,0.179
4.22,0.424213826357686,-0.357,-0.402
4.23,-0.105,0.124,0.424
4.24,-0.204,0.584681087024804,0.15
4.25,-0.262,-0.698,-1.37270442057013
4.26,-0.677,-1.03224144936641,0.148
4.27,-1.25128510181025,0.961681087024804,-0.416
4.28,-1.21628510181025,-1.21124144936641,0.309
4.29,-0.37,0.293,1.1997783154276
4.3,0.293,-0.282,-0.06
4.31,-1.06528510181025,-0.315,0.279
4.32,1.11821382635769,0.117681087024804,0.564
4.33,0.329,-1.30624144936641,0.064
4.34,-1.15328510181025,-1.36124144936641,-0.700704420570131
4.35,-0.533,0.437,-0.026
4.36,-1.25528510181025,-0.264,-0.848704420570131
4.37,0.498213826357686,0.098,-0.349
4.38,1.38321382635769,-0.104,-0.957
4.39,-2.02628510181025,-0.459,0.088
4.4,-0.779285101810248,0.057,-0.027
4.41,-0.622,-0.477,1.119
4.42,0.701213826357686,-0.15,0.373
4.43,-0.568,0.189,0.683778315427598
4.44,-0.886285101810248,-0.245,0.769778315427598
4.45,0.807,0.277681087024804,0.977778315427598
4.46,0.609213826357686,-0.419,0.363
4.47,-0.989285101810248,-0.769241449366405,-0.137
4.48,0.608,-0.368,-0.858704420570131
4.49,-0.521,0.358681087024804,0.349778315427598
4.5,0.803213826357686,0.882681087024804,-0.084
4.51,-0.131,-1.40024144936641,-0.541704420570131
4.52,0.495213826357686,0.301,-0.308
4.53,0.636213826357686,0.466681087024804,0.206
4.54,-0.417,-1.154,0.659
4.55,-1.00428510181025,0.345681087024804,0.43
4.56,0.173,-1.41124144936641,0.604
4.57,0.342213826357686,-0.762,0.596
4.58,-1.08828510181025,-1.84324144936641,0.095
4.59,-0.888285101810248,0.547681087024804,0.295
4.6,1.01821382635769,0.417,-0.557704420570131
4.61,-1.82228510181025,0.534681087024804,-0.380704420570131
4.62,-1.05828510181025,0.027,0.772
4.63,0.344,0.478681087024804,-0.203
4.64,-0.855285101810248,-1.72324144936641,0.709778315427598
4.65,0.239,-1.23424144936641,0.604778315427598
4.66,-0.631285101810248,-1.21924144936641,0.782778315427598
4.67,1.58821382635769,-0.475,0.483
4.68,0.911213826357686,-0.0253189129751961,-0.271
4.69,-0.053,0.740681087024804,-0.064
4.7,0.303,-0.344,-0.714704420570131
4.71,-0.921,-1.51324144936641,0.054
4.72,0.692213826357686,0.154,-0.286
4.73,0.5,-0.133318912975196,-0.374
4.74,-0.816,0.0806810870248039,1.6027783154276
4.75,-1.02128510181025,-1.93024144936641,-0.105
4.76,-0.081,0.752681087024804,-0.374
4.77,-1.81228510181025,-1.11024144936641,-0.038
4.78,0.119,-0.756,0.398
4.79,0.846213826357686,0.159681087024804,-0.185
4.8,1.15721382635769,0.190681087024804,0.072
4.81,-0.885285101810248,-0.1,-0.171
4.82,1.05821382635769,-0.879241449366405,0.201
4.83,-0.28,0.067,1.3927783154276
4.84,0.081,0.825681087024804,0.131
4.85,0.402213826357686,-0.515,0.575
4.86,-0.211,0.169,-0.238704420570131
4.87,-0.189,-1.17824144936641,0.075
4.88,1.02821382635769,-0.106,-0.002
4.89,-0.922285101810248,1.7786810870248,0.433
4.9,0.918213826357686,-0.137,-0.725704420570131
4.91,-1.42928510181025,-1.96624144936641,0.258
4.92,1.33521382635769,-0.279,0.283
4.93,0.837213826357686,-1.99724144936641,0.094
4.94,-0.402,-0.038,-0.147
4.95,-1.53128510181025,-0.106,-0.537704420570131
4.96,1.27121382635769,0.128,0.496
4.97,0.885213826357686,-0.707,0.880778315427598
4.98,-0.982285101810248,0.629,-1.06370442057013
4.99,-0.32,0.411681087024804,-0.477
5,-1.02528510181025,-0.447,-1.17470442057013
5.01,-0.342,1.0286810870248,-1.52970442057013
5.02,-0.854285101810248,-0.855,0.066
5.03,0.725,-0.859,-0.218
5.04,0.06,-0.1,0.126
5.05,-0.31,-1.28424144936641,0.03
5.06,-0.883285101810248,-1.02224144936641,0.025
5.07,-1.05528510181025,-0.13,-0.107
5.08,-0.566,0.139,-0.272
5.09,-0.543285101810248,1.1906810870248,1.0827783154276
5.1,-0.475,-1.60024144936641,-1.00670442057013
5.11,-1.12028510181025,-1.90824144936641,0.570778315427598
5.12,0.233,0.304,-0.651704420570131
5.13,-1.17528510181025,-0.053,0.178295579429869
5.14,0.34,0.118,-0.677704420570131
5.15,-1.489,-0.282,0.654778315427598
5.16,-1.34628510181025,-0.257,-0.021
5.17,0.667213826357686,-0.972241449366405,-1.39970442057013
5.18,-1.15728510181025,0.238,1.0867783154276
5.19,1.34721382635769,-1.11224144936641,0.01
5.2,-0.0747861736423142,-1.12824144936641,1.1097783154276
5.21,0.463,0.789681087024804,-0.788704420570131
5.22,-0.676285101810248,-0.076,-0.818704420570131
5.23,-0.442,-0.900241449366405,0.578
5.24,-1.18628510181025,-0.566,0.662778315427598
5.25,-1.64328510181025,0.379,-0.089
5.26,-0.19,-1.19524144936641,-0.808704420570131
5.27,0.912213826357686,0.016,0.578
5.28,-1.98328510181025,-0.445,0.979778315427598
5.29,-1.03528510181025,-0.806,1.1087783154276
5.3,-1.76428510181025,-0.647,0.220295579429869
5.31,0.275,-0.953241449366405,-0.901
5.32,-0.198,0.940681087024804,0.229
5.33,0.472213826357686,-0.014,1.4767783154276
5.34,0.225,-0.432,-0.033
5.35,-0.117,-1.43624144936641,-0.455704420570131
5.36,0.399213826357686,-0.553,0.599
5.37,0.81,0.328,-0.096
5.38,-0.175,-0.673,0.452
5.39,-0.104,-0.171,0.121
5.4,0.047,-1.83524144936641,-0.175
5.41,-0.726,-1.58224144936641,0.195
5.42,0.714213826357686,-0.866241449366405,0.719
5.43,1.01221382635769,-0.215,0.579
5.44,0.528213826357686,-1.08124144936641,1.2907783154276
5.45,-0.722285101810248,0.575,1.2147783154276
5.46,-0.102,0.154,-0.042
5.47,-1.15828510181025,-0.856,0.964
5.48,0.646213826357686,0.346,0.446
5.49,-1.21128510181025,-0.027,0.322
5.5,1.40121382635769,-1.29124144936641,1.3107783154276
5.51,-0.415,0.562681087024804,-0.508704420570131
5.52,0.014,0.475681087024804,-0.208
5.53,0.56,0.691681087024804,0.21
5.54,-1.40628510181025,0.195,0.811778315427598
5.55,-0.495,0.795681087024804,-1.67070442057013
5.56,-0.104,0.423681087024804,0.677
5.57,-2.37028510181025,-1.38024144936641,-0.281
5.58,-0.777285101810248,-1.20824144936641,0.046
5.59,0.395,0.122,-0.504704420570131
5.6,0.028,0.0836810870248039,1.9007783154276
5.61,-1.206,-0.016,-0.961704420570131
5.62,-1.54428510181025,-1.38824144936641,0.685778315427598
5.63,-0.311,-0.072,-0.782704420570131
5.64,1.05821382635769,0.194681087024804,-1.46270442057013
5.65,0.664,-1.14024144936641,0.02
5.66,-0.114,-0.442,-0.005
5.67,0.004,0.23,0.131
5.68,0.517213826357686,-0.418,0.489
5.69,-1.18228510181025,-1.31724144936641,0.596
5.7,-0.45,0.251,0.351778315427598
5.71,0.4,-0.5,-1.41870442057013
5.72,-0.532285101810248,-0.092,0.449
5.73,-1.00528510181025,0.548,1.0157783154276
5.74,-0.443,-0.442,-0.064
5.75,-0.104,-1.27724144936641,-0.881704420570131
5.76,-1.68028510181025,-1.49224144936641,0.161
5.77,-1.34128510181025,-0.413,0.16
5.78,-0.840285101810248,0.18,0.691
5.79,0.22,-0.387,0.801778315427598
5.8,-0.156,0.404,0.035
5.81,-0.702285101810248,0.529681087024804,1.0747783154276
5.82,0.005,-1.262,0.259
5.83,1.05921382635769,-1.48924144936641,0.155
5.84,0.398,-0.251,1.1377783154276
5.85,-0.232,-0.754,-0.979704420570131
5.86,0.428213826357686,-1.67924144936641,-0.696704420570131
5.87,-0.751,-0.936241449366405,-0.971704420570131
5.88,1.04121382635769,0.824681087024804,0.581778315427598
5.89,-0.393,0.084,0.187
5.9,-0.363,-0.222,0.865778315427598
5.91,-1.05328510181025,-0.562,0.492
5.92,0.593213826357686,0.655681087024804,0.067
5.93,-0.111,-1.20324144936641,-0.694
5.94,0.119213826357686,-0.052,0.866
5.95,-1.18728510181025,0.302,-0.661704420570131
5.96,-1.03128510181025,0.37,-0.570704420570131
5.97,-0.101,0.938,-0.606704420570131
5.98,-0.106,-0.782,0.536
5.99,0.284,0.660681087024804,0.266
6,-0.297,1.0006810870248,0.656778315427598
6.01,0.972213826357686,-1.90924144936641,-1.12470442057013
6.02,-0.418285101810248,-0.604241449366405,0.95
6.03,0.717213826357686,-0.464,0.474
6.04,-0.071,0.431681087024804,0.714
6.05,-0.317285101810248,-0.398,0.969
6.06,0.952213826357686,-0.596,0.517
6.07,0.409213826357686,-0.339,0.516
